code;product_name;brands;countries_tags;energy_100g;fat_100g;saturated-fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g;sodium_100g
3564700462713;Nectar multifruits;jafaden,marque repère;en:france;190;;;11;11;0.5;;0.00762;0.003
3564700462775;Dessert de fruit Pomme;Douceur du Verger,Marque Repère;en:france;320;0;0;18;17;1.5;0;0.05334;0.021
3564700462812;Douceur du Verger -  Les Allégés en Sucres - Framboise;Marque Repère;en:france;710;0.001;0.001;40;38;1.5;1;0.02032;0.008
3564700462829;Confiture Pêche allégée en sucre;Douceur du Verger;en:france;684;0.2;0.1;39;38.3;1;0.3;0.0199898;0.00787
3564700462874;Muffins complets;Épi d'Or,Marque Repère;en:france;882;1.5;0.3;33;6;6.8;12.4;0.918;0.361417323
3564700462942;miel a tartiner;nid d'abeille;en:france;1380;0;0;80;80;0;1;0.03556;0.014
3564700462959;Miel d'Oranger d'Espagne;Nid d'abeille,Marque Repère,Leclerc;en:france;1340;0;0;78;78;0;1;0.03556;0.014
3564700463031;Noix de CoCo râpée;Tablier Blanc;en:france;2918;68.6;63.5;9.3;6.4;10.9;7.9;0.06;0.023622047
3564700463055;Marque Repère - Tablier Blanc - Amandes effilées;Marque Repère,Tablier Blanc;en:france;2550;54;4;4.5;4.5;10;23;0.0127;0.005
3564700463772;Chocolat noir corsé pâtissier;Tablette d'or;en:france;2350;40;25;40;37;9;7;0.00762;0.003
3564700464694;Escargots de bourgogne;Marque Repère,Maître Coquille;en:france;320;1;0;2;1;1;14;1.143;0.45
3564700465714;Duodélisse;Marque Repère;en:france;500;8.5;5;4;4;0;7;0.0889;0.035
3564700465899;Tomato Ketchup allégé en sucre;Rustica,Marque repère;en:france;260;;;13;9;1;1.5;2.3876;0.94
3564700466339;Brownie chocolat & pépites de chocolat;P'tit Déli,Marque Repère;en:france;1854;22.8;10;53.3;29.8;2.2;5.1;0.323;0.127165354
3564700466377;Brownie chocolat et pépites de chocolat;P'tit déli,Marque repère;en:france;1880;23;4;54;33;2.5;5.5;0.3556;0.14
3564700467480;fromage à tartiner nature - Les Croisés;Les Croisés  - Leclerc;en:france;1075;;;2.8;2.8;0;5;2.794;1.1
3564700467497;Marque Repère - P'tit déli - Pain d'Épices;Marque Repère,P'tit Déli;en:france;1320;0.5;0;72;41;2;3.5;0.635;0.25
3564700467879;5 Blinis aux oeufs frais;Ronde des mers,Marque Repère;en:france;1186;11.3;1.1;38.5;6.3;2.1;5.7;1.47;0.578740157
3564700468104;Panés de colin d'Alaska;Ronde des Mers;en:france;795;10;2.5;11;2;0.5;14;0.90932;0.358
3564700469958;Britley - Thé Breakfast;Marque Repère;en:france;0;0;0;0;0;0;0;0;0
3564700469972;Esprit Noir écorces d'Orange;Tablette d'or, Marque Repère, Leclerc;en:france;2300;38;24;38;30;11;9.5;0.0254;0.01
3564700470268;Gnocchi à poêler;Turini,Marque Repère,Scamark (Filiale E. Leclerc);en:france;755;1.7;0.3;34.3;1.5;2.8;5.1;1.52;0.598425197
3564700470541;Pur jus orange avec pulpe;Marque repère,Jafaden;en:france;176;0.1;0;9.4;8.7;0.1;0.7;0.025;0.00984252
3564700471036;Sablés fourrés;P'tit Déli,Marque Repère;en:france;2101;23.7;6.5;66;37.1;2.3;4.9;0.6;0.236220472
3564700471050;Assortiment biscuits fins;marque repère;en:france;2201;27.8;16.5;61.9;40.4;2.7;5.8;0.3;0.118110236
3564700471401;Coeur de Crème double crème;Les Croisés,Marque Repère;en:france;1509;32.5;22.1;1;1;0.1;17;1.35;0.531496063
3564700471418;Emmental en dés spécial salade (28 % MG) ;Les Croisés,Marque Repère,Leclerc;en:france;1530;28;18;1;1;0;28;0.762;0.3
3564700471517;Pains pour Hamburgers Classic';Epi d'Or,Marque Repère;en:france;1220;7;4;46;3;5;8;0.9906;0.39
3564700471524;Vinaigrette Vinaigre Balsamique & Basilic allégée en matières grasses 26,6% MG;Rustica,Marque Repère;en:france;1211;26.6;2.2;12.1;5.3;0.5;0.5;1.651;0.65
3564700471579;Huile de noix ;Rustica,Marque repère;en:france;3400;92;9.5;0;0;0;0;0;0
3564700472057;Crème aux œufs - Saveur vanille - Délisse - Marque Repère - LECLERC - 400 g (4 x 100 g);Délisse,Marque Repère,Leclerc;en:france;596;7.1;3.9;15.8;13.5;0;3.8;0.103;0.040551181
3564700473160;Soupe de Poissons de l'Atlantique;Marque Repère,Ronde des Mers;en:france;160;1;0.4;1;0.5;1;5.5;0.889;0.35
3564700473344;Tournesol Allégée 50% MG (Tartines & Cuisson);Marque repère,Nadya;en:france;1850;50;11;0;0;0;0;0.41148;0.162
3564700474327;Choucroute Royale - Au Riesling;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;408;7.5;2.9;1.1;0.4;1.8;5.7;1.2;0.472440945
356470047436501;garniture pour bouchées à la reine;marque repère;en:france;498;7.3;2.9;6.9;0.5;1.7;5.7;3.0734;1.21
3564700474402;Quenelles de veau sauce financière;Côté Table,Marque Repère;en:france;581;9.4;5;9.4;1.3;1.7;3.5;1.1;0.433070866
3564700478752;2 friands à la viande;Côté Table,Marque Repère;en:france;1621;28.2;13;24.6;1;1.7;8.6;1.54;0.606299213
3564700483916;16 p'tits-beurre Pocket choco lait;P'tit Déli,Marque Repère;en:france;2196;29;19;58;41;2.2;7;0.4;0.157480315
3564700483978;Galettes Bretonnes aux pépites de chocolat;P'tit Déli;en:france;2080;21;14;68;28;4;7;0.7112;0.28
356470048421001;Les Tubes à Délice Nappage Framboise;p'tit déli;en:france;1644;2.3;1.8;87;47;1.3;4.1;0.275;0.108267717
356470048423401;Les Tubes à Délice Nappage goût chocolat noisette;P'tit déli;en:france;1931;15;11;73;45;3;6.5;0.175;0.068897638
3564700484296;Crevettes géantes tigrées de Madagascar;Pêche Océan,Marque Repêre;en:france;370;0;0;2.5;1;0;19;2.9718;1.17
3564700484661;Râpé allégé;Les Croisés,Marque Repère;en:france;1050;14;8.5;1.5;0;0;30;1.016;0.4
3564700484869;Sauce poivron aubergine;Turini,Marque repère;en:france;720;15;2;6;5;3;2;0.9906;0.39
3564700485279;Risotto aux Champignons;Côté table;en:france;580;3;2;24;1.5;0.5;3.5;0.762;0.3
3564700486054;Pur jus Multifruits;Jafaden,Marque Repère;en:france;200;0;0;12;12;0;0;0.00508;0.002
3564700487648;Pur jus 3 Agrumes;jafaden;en:france;210;0;0;12;11;0;0.5;0.00762;0.003
3564700487914;Forme Flakes Chocolat au Lait;Brin de Jour;en:france;1690;6;4;73;22;3;12;1.46558;0.577
3564700494493;Pur Jus Orange sans pulpe;Marque Repère;en:france;200;0;0;11;11;0.5;0.5;0;0
3564700494851;Muesli courstillant aux fruits;Brin de jour,Marque repère;en:france;1920;19;12;61;23;7;7;0.5334;0.21
3564700494998;Coté Table Poêlée à la Landaise;coté table,marque repère;en:france;680;8;2;17;4.5;2.5;4.5;1.16586;0.459
3564700496381;Pirates Cereales & lait Goût Choco;P'tit déli,Marque Repère;en:france;1966;18;12;70;30;3;6.5;0.64008;0.252
3564700497180;5 fagots de Haricots verts extra fins 405 g;Notre Jardin,Marque Repère;en:france;95;;;3;1;2.5;1.5;1.016;0.4
3564700497197;Mini poireaux;Notre Jardin,Marque Repère;en:france;120;0.5;0;3.5;2;2.5;1;0.762;0.3
3564700497425;Rillettes de thon;Marque repère;en:france;1000;;;;;;;;
3564700498026;Crabe royal du sud;Marque repère;en:france,fr:europe;320;0;0;2.5;0.5;0;16;1.27;0.5
3564700498057;Encornets géants à l'américaine ;Pêche Océan;en:france;879;16;2;1.5;1.5;2.5;14;0.92964;0.366
3564700498293;Mayonnaise à la moutarde de Dijon;Rustica;en:france;2750;73;6;1.5;1;0;1.5;1.6256;0.64
3564700499559;Double Concentré de tomates 150 g - Turini;Turini,Marque Repère;en:france;390;1;0.15;15;15;2;5;1.07188;0.422
3564700500637;Crevettes Nordiques;Pêche Océan,Marque repère;en:france;410;1;0;0;0;0;22;0.762;0.3
3564700505328;Cannelloni - Pur Bœuf - Sauce à la napolitaine;Turini,Marque Repère,Scamark (Filiale E. Leclerc);en:france;507;4.1;1.4;14.9;3.8;2.1;5;0.77;0.303149606
3564700505557;Pate à pizza moelleuse aux herbes de provence;Tablier Blanc,Marque Repère;en:france;1299;9.9;3.6;47;1.7;1.2;7.3;1.82;0.716535433
3564700506639;Torti Carbonara;Turini,Marque Repère;en:france;432;5.2;2.5;10.3;0.9;0.8;3.4;0.908;0.357480315
3564700507971;Cœurs de laitue;Notre Jardin;en:france;70;0;0;2;2;1;1.5;0.0381;0.015
3564700507988;Bouquets de Mâche;Marque Repère,Notre Jardin;en:france;50;0;0;0;0;2;2;0.01524;0.006
3564700508015;Carottes rapées;Marque Repère,Notre jardin;en:france;140;0;0;6.5;6;2;1;0.09652;0.038
3564700508022;Chou rouge râpé à assaisonner 150 g;Notre jardin,Marque Repère;en:france;140;0;0;5.5;2.5;3;1.5;;
3564700508046;Champignons émincés;Marque Repère;en:france;100;0.5;0;1.5;1.5;1;3;0.0127;0.005
3564700508053;Mélange de crudités à assaisonner;Notre Jardin,Marque Repère;en:france;30;0;0;5;5;2;1;0.0762;0.03
3564700510728;Jean's cola zero;Marque Repère;en:france;2;0;0;0;0;0;0;0.0762;0.03
3564700511343;Duo colin d'Alaska saumon et penne;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;460;3;1.5;15;1.5;1;5;0.60706;0.239
3564700511428;Plaisir & Gourmandise Surimi Crudités;Côté Snack,Marque Repère;en:france;806;6.2;0.5;26.4;3.4;2.8;6.2;1.3;0.511811024
3564700511503;Pain Polaire Saumon Fumé Fromage frais;Côté Snack,Marque Repère;en:france;921;9.1;4.2;22.7;3.5;2.5;10.5;1.38;0.543307087
3564700511541;Pain Polaire Poulet à l'indienne;Côté Snack,Marque Repère;en:france;962;8.9;0.8;24.5;3.9;2.4;11.6;1.18;0.464566929
3564700512074;Lasagnes à la Bolognaise - 300 g - Côté Table;Côté Table,Marque Repère;en:france;450;4;1.5;11;4.5;1.5;6;0.50038;0.197
3564700512531;Mini Penne Rigate - 500 g - Turini;Turini,Marque Repère;en:france;1480;1;0.3;71;3;3.5;12;0.00508;0.002
3564700512548;Mini Farfalle - 500 g - Turini;Marque Repère,Turini;en:france;1570;1.5;0;76;4;2.5;12;0.01016;0.004
3564700512562;Penne Rigate au blé complet;Turini,Marque Repère;en:france;1450;2;0;64;3;8.5;12;0.01524;0.006
3564700513699;Sauce crudités fines herbes;Rustica,Marque Repère;en:france;1152;28.1;2.2;6.6;3.6;0;0;2.22;0.874015748
3564700513705;Sauce crudités Nature légère;Rustica;en:france;810;18;1.5;8.5;5;0;0;2.37998;0.937
3564700513927;Filet de Maquereaux - moutarde à l'ancienne;Marque Repère;en:france;840;15;3;1;0;1;15;1.05918;0.417
3564700513965;Marque Repère - Pêche Océan - Fils de maquereaux - Sauce Escabèche;Marque Repère,Pêche Océan;en:france;910;15;4.5;9;1.5;0;12;0.75184;0.296
3564700514368;Pomme - Kiwi;Jafaden,Marque Repère;en:france;200;0;0;11.4;10.3;0.3;0.2;0.01;0.003937008
3564700515136;Tarte au chèvre et aux épinards;Côté Table,Marque Repère;en:france;1000;12.8;7.2;22.3;4.7;2.1;7.7;0.825;0.32480315
3564700517994;Olives vertes à l'ail et aux herbes de provence;Rustica,Marque Repère;en:france;689;16.2;2.3;2.6;0;3.7;0.9;2.5908;1.02
3564700518717;Tartelettes chocolat noisette;P'tit déli,Marque Repère;en:france;2070;24;13;61;26;4;6.5;0.4572;0.18
3564700518984;Salade de Concombre au fromage blanc;Pause Fraîcheur,Marque Repère,Scamark (Filiale E. Leclerc);en:france;281;6;0.6;2;2;1;1;0.813;0.32007874
3564700521267;Le Damier Feuilleté;P'tit Déli,Marque Repère,Leclerc;en:france;1943;14.9;7.2;73;13.5;2;7.3;0.74676;0.294
3564700526460;Rillettes de Poulet Rôti en cocotte - Format Familial;Volandry,Marque Repère,Scamark (Filiale E. Leclerc);en:france;1429;30.9;9.6;0.1;0.1;;16.7;1.05;0.413385827
3564700527306;Chips vitelotte;Pom'lisse;en:france;2270;34.5;3.5;51.2;1.5;5.2;4.8;1.1049;0.435
3564700527320;Chips Paysannes Nature;Pom'lisse;en:france;2301;35;3.2;51;0.7;4.2;6.2;1.1;0.433070866
3564700528075;Colin d'Alaska;Marque Repère;en:france;806;9.4;1;15;1.2;1;11.5;2.0574;0.81
3564700528914;4 cordons bleus;Marque Repère;en:france;767;8.5;1.6;12.8;3.5;1.5;13.1;1.60528;0.632
3564700529386;Marque Repère - P'tit déli - Génoises - Framboise Cassis;Marque Repère,P'tit déli;en:france;1610;10;6;69;52;2;3;0.127;0.05
3564700530627;Grignot';Tokapi,Marque Repère;en:france;2210;27;13;63;2.5;3.5;6.5;1.4224;0.56
3564700530634;Crackers allégés saveur Crème Oignon;Tokapi,Marque Repère;en:france;1640;8.5;1;70;13.5;3.6;6.3;3;1.181102362
3564700530665;Tortillas Chips nature;Tables du monde;en:france;1970;20;2;64;1.5;4;6.5;0.762;0.3
3564700530672;Kit pour Burritos;Tables du Monde;en:france;1640;8.5;4;64.5;7;5.5;11;2.86004;1.126
3564700532812;Marque Repère - Jafaden - Jus d'orange;Marque Repère,Jafaden;en:france;170;0;0;10;10;0;0;0.00762;0.003
3564700536995;Jambon cru Grandes Tranches;Saint Azay;en:france;910;12;4.5;0.5;0.5;0;27;5.842;2.3
3564700542743;Tuiles Nature;Tokapi;en:france;2130;27;13;60;4.5;4;4.5;1.4732;0.58
3564700542750;Tuiles - Goût Paprika;Tokapi,Marque Repère;en:france;2190;28;13;61;4;3.5;5;1.6256;0.64
3564700542767;Tuiles goût Bacon;Tokapi;en:france;2208;28;2.5;62;4.5;4.1;5;1.1303;0.445
3564700542774;Tuiles Gout Crème Oignon;Tokapi;en:france;2160;27;13;61;4;3.5;5.5;1.4224;0.56
3564700542781;Tuiles Gout fromage;tokapi;en:france;2150;27;13;61;5;3.5;5;1.2446;0.49
3564700545300;Tartelettes à la fraise;P'tit Déli,Marque repère;en:france;1694;8.9;3.9;74.5;30.6;2.5;4.6;0.518;0.203937008
3564700548035;Gâteau tout chocolat;P'tit déli;en:france;1913;27;5.7;46.7;30.8;3.1;5.6;0.76708;0.302
3564700550021;Bœuf Bourguignon aux carottes et aux pommes de terre;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;279;1;0.8;7.4;2;1.4;6.2;0.86;0.338582677
3564700550069;Blanquette de Veau;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;293;2.1;1;5.7;1.2;1.2;6.4;1.02;0.401574803
3564700550106;Tartiflette;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;389;4.5;2.4;9.2;0.9;1.3;3.3;0.625;0.246062992
3564700550144;Ravioli aux légumes sauce tomate;Turini,Marque Repère;en:france;383;1.7;0.3;14.5;3.1;2.2;3.3;0.88;0.346456693
3564700550182;Quenelles de volaille au naturel;Côté Table,Marque Repère;en:france;728;12.5;6.3;10.4;1.4;1.5;4.5;0.873;0.343700787
3564700551196;Céréales Fourrées Chocolat;Brin de Jour,Marque Repère,Leclerc;en:france;1800;13;5;69;28;5.5;6;0.80518;0.317
3564700551219;Céréales fourrées au lait;Brin de Jour;en:france;1830;14;3;67;26;4;8.5;0.762;0.3
3564700551295;Huile spéciale fondue aux aromates;Rustica;en:france;3400;92;10;0;0;0;0;0;0
3564700551349;Riz au lait Nature;Délisse,Marque Repère,Leclerc;en:france;470;2.61;1.74;19.1;10.4;0;2.61;0.11;0.0435
3564700551653;Fond de Volaille;Rustica,Marque Repère;en:france;1420;4.5;2.5;63;24;1.5;10;13.716;5.4
3564700552117;Craquantes Framboises;Epi d'Or;en:france;1552;4.9;2.2;73.1;26.4;2.2;6.5;0.59944;0.236
3564700552827;Tornades goût Bacon;Tokapi;en:france;2117;28;2.5;56;3.5;2.3;6.5;2.6924;1.06
3564700554524;Confiture 4 Fruits;Douceur du Verger,Marque Repère,Scamark (Filiale E. Leclerc);en:france;1032;0.2;0.1;58;52.9;1.7;0.5;0.018;0.007086614
3564700554531;Confiture Abricot;Douceur du Verger,Marque Repère,Scamark (Filiale E. Leclerc);en:france;1028;0.1;0.1;58.3;54.7;1.1;0.5;0.015;0.005905512
3564700554807;Moelleux au chocolat avec des pépites prêt à cuire;Tablier blanc;en:france;1825;26.5;7.4;42.5;26.6;3.6;5.5;0.8636;0.34
3564700555354;7 gâteaux fourrés au chocolat;P'tit Déli;en:france;2019;27.1;5.8;54.1;33.6;1.9;4.8;0.8;0.31496063
3564700556047;Potage gourmand tomates, oignons, basilic;Régal soupe,marque repère;en:france;150;0.4;0.1;5.5;2.5;1.5;1.5;0.52832;0.208
3564700556146;7 marbrés chocolat;P'tit déli,Marque Repère;en:france;1850;23;3;52;28;1.5;6;0.53086;0.209
3564700556894;Pop corn mico-ondablE;Marque repere;en:france;1860;20;8.5;53;0;11;7.5;0;0
3564700559277;Crème d'Asperges;Régal Soupe,Marque Repère,Scamark (Filiale E. Leclerc);en:france;1490;8.4;0.8;61.4;13.8;2.7;6.7;10.6934;4.21
3564700559307;Coffret Snacks;Tokapi,Marque Repère,Leclerc;en:france;1988;20.6;2.6;61.7;2.7;4.3;8.4;1.8288;0.72
3564700560556;Brassés à la Vanille ;Délisse,Marque Repère,Scamark (Filiale E. Leclerc);en:france;373;2.9;2;12.7;12;0.1;2.9;0.125;0.049212598
3564700562802;Brioche tranchée pur beurre;Épi d'Or,Marque Repère;en:france;1476;11.2;7.3;53.2;13;2;8.3;1.09;0.429133858
3564700563762;6 barres de céréales pomme verte;Brin de Jour;en:france;1510;6.5;3;66;26;9;4.5;0.3302;0.13
3564700563779;6 barres de céréales Chocolat au lait Noix de coco, aux 3 céréales;Brin de jour,Marque repère;en:france;1841;17;9;62.6;23.1;6.1;6;0.5842;0.23
3564700563786;Brin de jour pépites aux fruits rouges;Marque Repère;en:france;1510;6.5;2.5;66;26;8.5;4.5;0.18796;0.074
3564700564486;Douceur du Verger - Pomme abricot;marque repère;en:france;330;;;18;17;1.5;0.5;0.0762;0.03
3564700566756;Purée Brocolis nature;Notre jardin,Marque repère;en:france;113;0.2;0;2.3;1.9;3.9;2.1;0.033;0.012992126
3564700566763;Purée Carottes nature;Marque repère,Notre jardin;en:france;108;0.2;0;3.7;3.2;2.8;0.9;0.058;0.022834646
3564700566770;purée de céleris marque repère;repère leclerc;en:france;84;0.1;0.1;3;2;2;1;0.1524;0.06
3564700568743;Hamburger 10 Tranches (18 % MG);Les Croisés,Marque Repère,Scamark (Filiale E. Leclerc);en:france;1006;18;13;6;6;;14;2.4003;0.945
3564700568941;Beurre (60 % MG) Doux;Les Croisés,Marque Repère,Scamark (Filiale E. Leclerc);en:france;2247;60;42;0.7;0.7;0;0.9;0.150114;0.0591
3564700570999;Marque Repère - Tokapi - Les Extra Terrestres - Goût Jambon Fromage;Tokapi,Marque Repère;en:france;2010;23;2;63;3.5;3;4;2.7432;1.08
3564700571170;Sauce Pesto;Turini;en:france;1810;43;6.5;7.5;3;1.5;4.5;1.7272;0.68
356470057117001;Sauce pesto au basilic frais;Turini,Marque repère;en:france;1732;40.5;5.7;9.1;6.4;2.2;3.6;2.13106;0.839
3564700571521;Mélange forestier;Notre Jardin,Marque Repère;en:france;65;0;0;1;0;3;1.5;0.8382;0.33
3564700571781;Cola;Jean's;en:france;160;0;0;9.5;9.5;0;0;0.0254;0.01
3564700573792;Rilettes au crabe;Marque repère;en:france;700;12;1;0.5;0.5;3;13;1.4986;0.59
3564700573945;Marque Repère - Ronde des Mers - 2 staecks Hacés - Saumon à la Ciboulette;MArque Repère,Ronde des Mers;en:france;770;11;2.5;2;1.5;1;19;0.81534;0.321
3564700576083;Marque Repère - Pom'lisse - Chips Croustillantes;Pom'lisse;en:france;2270;34;3;51;0.5;5;6;1.2954;0.51
3564700576359;Marque Repère - Turini - Sauce Napolitaine aux légumes cuisinés;Marque Repère,Turini;en:france;230;1.5;0.1;7.5;5.5;2;1.5;0.85598;0.337
3564700576687;Oeufs frais de poules élevées en Plein Air (x 6) Label Rouge calibre Gros;Oeufs de nos régions,Marque Repère;en:france;610;10;2.5;1;1;0;13;0.3175;0.125
3564700577103;Riz rond pour dessert;marque repère;en:france;1480;1;;77;;1;7.5;;
3564700577110;Marque Repère - Turini - Sauce Provençale;Marque Repère,Turini;en:france;220;2;0.3;5.5;5.5;3;1.5;1.0922;0.43
3564700577127;Sauce bolognaise;Marque repère;en:france;393;5.2;2;5.9;5;2.5;4.7;3.048;1.2
3564700577134;Sauce Olives et Basilic à l'huile d'olive vierge extra;Turini;en:france;330;5.5;1;4.5;4;2.5;1.5;1.0922;0.43
3564700577301;Tajine de bœuf, Légumes du soleil;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;490;4.5;1;13;4.5;1.5;5.5;1.00584;0.396
3564700579985;Olives noires à la grecque aux herbes de Provence;Rustica,Marque repère,E.Leclerc;en:france;1370;34;4;2;0;7;1.5;8.636;3.4
3564700580318;Sélection 3 riz;Comptoir du grain;en:france;1464;1;0.2;7.6;0.5;1.5;7.5;0.0254;0.01
3564700582589;Biscuits cacaotés fourrés goût vanille;p'tit déli;en:france;2020;20;11;69;38;3;5;0.72136;0.284
3564700582640;Tartines craquantes;Épi d'or,Marque Repère;en:france;1620;4;1;70;4;7.5;13;0.85344;0.336
356470058264001;Tartines Craquantes au blé complet;Epi d'Or,Marque Repère;en:france;1614;3.9;0.8;70;4.1;7.5;12.9;0.84;0.330708661
3564700582695;Petits pains grillés au froment;Epidor,Marque Repère;en:france;1734;8.1;0.7;72.9;8.5;3.5;9.8;1.04902;0.413
3564700582701;Petits pains grillés;Épi d'Or;en:france;1650;6.3;0.6;68.4;2.8;6.3;12;1.44;0.566929134
3564700586600;Quinoa & Boulgour Duo céréale et graines;Marque Repère;en:france;1500;4;0.4;62;6;9.5;13;0.02794;0.011
3564700594957;Pizza surgelé Mozzarella;Marque Repère;en:france;1039;11.9;4.1;23.4;3.8;2.4;10.7;0.985;0.387795276
3564700596197;Lait de Montagne demi-écrémé;Délisse,Marque repère;en:france;192;;;;;;;;
3564700596234;Lait de montagne demi-écrémé;Délisse,Marque Repère,Scamark (Filiale E. Leclerc);en:france;193;1.55;1;4.8;4.8;0;3.2;0.127;0.05
3564700596968;Pain de mie Spécial Sandwich Complet;Epi d'Or,Marque Repère,Scamark (Filiale E. Leclerc);en:france;1146;5.7;0.6;44.7;4.2;4;8.4;1.08;0.42519685
3564700596975;Pain de mie spécial sandwich complet;Epi d'Or;en:france;1110;5;0.5;43;5;6;8.5;1.11252;0.438
3564700597583;Lait Facile à digérer Demi-Écrémé;Délisse,Marque Repère,Scamark (Filiale E. Leclerc);en:france;193;1.55;1;4.8;4.8;0;3.2;0.127;0.05
3564700603734;Sauce Béarnaise;Rustica,Marque Repère;en:france;1430;36;3;5;2.5;1;0.5;1.76784;0.696
3564700604120;Fromage sans croûte pour Repas Raclette (28% MG) - 400 g - Les Croisés;Marque Repère,Les Croisés;en:france;1498;28;19;1;1;0;25.5;1.4224;0.56
356470060604902;Truite fumée France;Ronde des Mers,Marque repère;en:france;639;6.2;1.3;0.4;0.4;0.5;23.7;2.8956;1.14
3564700608142;Colin d'Alaska à la Moutarde, Surgelé;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;394;5.4;3.5;1.6;0;0.7;9.5;0.798;0.314173228
3564700608180;Colin d'Alaska à la Parisienne, Surgelé;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;339;3.4;2.4;2.8;1.5;1.1;9.2;0.583;0.229527559
3564700610510;Ratatouille à la niçoise;Notre Jardin,Marque repère;en:france;220;2.5;0.3;5;4;2.5;1;0.8636;0.34
356470061056501;Tokapi - Assortiment Crackers;Marque Repère,Tokapi;en:france;2154;26.4;3;59.1;5.2;3.5;8.5;1.83896;0.724
3564700611623;Moutarde de Dijon;rustica;en:france;615;10.5;0.7;1.3;1.3;4.3;8.1;6.3;2.480314961
3564700611739;Amandes brisées caramélisées et pointe de sel;Tablette d'Or,Marque Repère;en:france;2280;33;14;51.5;51.5;1.5;10;0.44;0.173
3564700611753;Esprit Noir à la fleur de sel;Tablette d'or, Marque Repère, Leclerc;en:france;2153;28;17;56;52;7;6.4;0.3048;0.12
3564700611807;Comté AOP au lait cru (34% MG) - 250 g - Les Croisés;Les croisés,Marque repère;en:france;1740;34;24;0;0;1;28;0.99822;0.393
3564700612095;Cookies - Méga Pépites - Chocolat;P'tit Déli,Marque Repère;en:france;2080;24;12;63;33;3;5.5;1.06934;0.421
3564700612132;Marque Repère - P'tit Déli - Cookies Méga Pépites, chocolat, amandes caramelisées;Marque Repère,P'tit Déli;en:france;2140;28;12;56;28;3.5;7.5;1.03124;0.406
3564700613849;Cornichons aigres-doux;Rustica,Marque Repère;en:france;144;0.2;0;4.9;4;1.7;1.1;1.25;0.492125984
3564700620144;Blé Saveur Tendre & Gourmand;Comptoir du Grain,Marque repère;en:france;1511;2;0.4;66.3;0.6;6.6;15.1;0.0130048;0.00512
3564700621622;Cacahuètes à l'ancienne grillées et salées;Tokapi,Marque Repère;en:france;2538;51.1;6.8;8.6;4.8;9.5;25;1.8796;0.74
3564700621639;Emmental Français râpé;Les Croisés;en:france;1549;29;17;0.5;0.5;0;28;0.625;0.246062992
3564700625477;Pur jus de pamplemousse rose;Jafaden;en:france;180;0;0;10;8;0;0.5;0;0
3564700625705;Tablier Blanc;Marque Repère;en:france;1674;6.1;3.9;76.7;67.7;7.9;4.8;0.12;0.047244094
3564700626573;Lait Ribot;Délisse,Marque Repère,Scamark (Filiale E. Leclerc);en:france;156;0.5;0.3;4.9;3.4;0;3.2;0.1016;0.04
3564700626610;Lait fermenté;Marque repère,Delisse;en:france;182;1.1;0.7;4.9;4.9;0;3.4;0.1143;0.045
3564700627655;4 nems à la crevette et au crabe;Marque repère,Tables du monde;en:france;765;7.3;0.9;23.2;4.5;2.6;4.7;2;0.787401575
3564700629109;Brésil 100% pur jus Orange;Jafaden;en:france;197;0;0;10.7;9;0;0.9;0.01;0.003937008
3564700629147;100% pur jus de pamplemousse rose floride;Jafaden;en:france;185;0;0;10.3;8.1;0;0.6;0.01;0.003937008
3564700629499;Déli Delo sans sucres Fraise;Marque Repère;en:france;3;0;0;0.2;0;0;0;0.00508;0.002
3564700632239;Pur jus de pomme;Jafaden,Marque repère;en:france;186;0.1;0;10.5;10.5;0.1;0.2;0.003;0.001181102
3564700632277;Laitue iceberg;Marque Repère,Notre Jardin;en:france;63;0.1;0.1;2;2;1.2;0.9;0.03;0.011811024
3564700632765;Chili Con Carne au piment de Cayenne;Côté Table,Marque Repère,Scamark (Filiale E. Leclerc);en:france;470;3.5;1.5;12;3;4.5;6;0.68072;0.268
356470063367001;Mayonnaise à la moutarde de Dijon;Rustica,Marque repère;en:france;2750;72.8;5.9;1.6;1.2;0.2;1.6;1.6;0.62992126
3564700633717;Velouté de Légumes du Soleil ;Régal Soupe,Marque Repère;en:france;140;1.5;0.2;3;3;1.5;1.5;0.73406;0.289
3564700634004;chips saveur wasabi;pom'lisse;en:france;2260;34;3;50;2;5;5.6;1.5494;0.61
3564700634981;Tortilla Chips - Nature;Tokapi,Marque repère;en:france;1970;20;2;64;1.5;4;6.5;0.762;0.3
3564700634998;Tortillas chips goût chili;Tokapi,Marque Repère;en:france;1970;20;2;64;1.5;4;6.5;1.27;0.5
3564700640340;Petits Pains Précuit - Nature;Epi d'Or,Marque Repère;en:france;1010;0.5;0.2;49;4;3;8;1.32588;0.522
3564700640937;P'tit Beurre tablette chocolat blanc;P'tit Déli,Marque Repère;en:france;2092;22;14;68;31;1;6.5;0.5334;0.21
